id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
852698,Central House with 2 bedrooms and private garden,2861881,Sofia & Jorge,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14722,-8.60383,Entire home/apt,150,1,7,2018-08-22,0.20,7,0
853908,A Casa Formosa - MidCentury Haven,185209,João,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14905,-8.60905,Entire home/apt,139,2,139,2019-07-29,1.63,6,328
860418,Guest-House in Trindade - Center,2514783,Pedro,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15604,-8.60933,Private room,22,2,101,2019-09-22,1.06,6,89
863923,Near the City Park and the sea,1573706,Maria Julieta,PORTO,"Aldoar, Foz do Douro e Nevogilde",41.17111,-8.66351,Private room,35,2,182,2018-09-08,1.89,1,312
870040,Back-to-Back House I - City Centre,4585046,Rui,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15117,-8.61461,Entire home/apt,43,2,331,2020-11-01,3.43,1,336
878879,1 bedroom for 1-3 persons,2554908,Yuriy,GONDOMAR,Rio Tinto,41.17257,-8.56586,Private room,76,1,0,,,1,365
879013,Apartment at Ramalde metro station,4646480,Rui,PORTO,Ramalde,41.17216,-8.63899,Entire home/apt,70,28,183,2019-11-02,1.92,2,365
887198,NICE FLAT IN THE CENTRE OF PORTO,4704294,Mariana,PORTO,Bonfim,41.14546,-8.59695,Entire home/apt,60,2,174,2019-09-03,1.73,1,365
901441,Go2oporto @ Ribeira do Porto 1,399503,Go2oporto,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14022,-8.61528,Entire home/apt,127,2,15,2019-08-26,0.21,9,312
901491,Go2oporto @ Ribeira do Porto 2,399503,Go2oporto,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14023,-8.61512,Entire home/apt,139,2,3,2016-02-10,1.25,9,297
901558,Go2oporto @ Ribeira do Porto 3,399503,Go2oporto,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14021,-8.6155,Entire home/apt,129,2,5,2019-07-19,0.08,9,317
904293,B. Places IV,4656501,Ox,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14309,-8.61706,Entire home/apt,290,2,35,2015-10-28,0.41,1,0
921051,Coastal Vacations border Portugal,4949154,Clotilde,VILA NOVA DE GAIA,São Félix da Marinha,41.02538,-8.64127,Entire home/apt,91,1,6,2016-08-07,0.10,1,365
927972,downtown|84 Historic Centre Duplex,4994754,Oportodowntown|84,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14297,-8.61462,Entire home/apt,169,2,282,2019-07-14,2.83,2,166
940770,Loft Clérigos | Historic Centre,2220420,Tomás,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14578,-8.61271,Entire home/apt,55,2,453,2019-10-18,4.54,8,288
969918,"city centre, view to Douro river, private parking",3148983,Rosinda,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14275,-8.60506,Entire home/apt,80,3,58,2015-08-27,0.61,2,40
982730,Majestic Apartment In Downtown Port,2868260,Henrique,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14782,-8.60519,Entire home/apt,47,3,108,2019-07-02,1.22,2,103
1000044,Room in Ribeira Porto view River,5497765,Filipa,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.13994,-8.61363,Entire home/apt,90,2,126,2019-10-19,1.27,1,361
1023015,House w/pool Near the Beach-Espinho,559704,Armando,ESPINHO,Anta e Guetim,40.99902,-8.61646,Entire home/apt,70,2,82,2019-09-22,0.85,4,312
1068572,Magnificent Villa with pool and gardens,5878946,Alcinda,SANTA MARIA DA FEIRA,Romariz,40.94943,-8.44852,Entire home/apt,221,3,41,2017-11-15,0.43,1,313
1072112,Vitória 392 - Central Loft,5897201,Marco,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14204,-8.61797,Entire home/apt,58,2,451,2019-09-07,4.53,17,151
1075476,cozy studio 3 in downtown Porto,1266562,Oporto,PORTO,Bonfim,41.14665,-8.59936,Entire home/apt,61,2,175,2019-09-05,1.92,18,344
1081354,Studio with river view by YoursPorto,1675750,YoursPorto,VILA NOVA DE GAIA,Santa Marinha e São Pedro da Afurada,41.14245,-8.62651,Entire home/apt,71,1,491,2021-07-08,5.18,15,363
1083736,Vitória 392 - Central  Apartment,5897201,Marco,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14396,-8.61734,Entire home/apt,55,2,147,2019-10-01,1.53,17,151
1096376,Urban apartment - Casa da Portela (no.5105/AL),6024220,Maria João,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14409,-8.61145,Entire home/apt,112,2,97,2019-10-18,1.17,1,357
1119084,Perto da Praia e do Porto.,6020311,Maria,VILA NOVA DE GAIA,Gulpilhares e Valadares,41.09142,-8.65001,Entire home/apt,54,3,6,2021-05-23,0.10,3,315
1119174,Apartment in Oporto Historic center,6141709,Cidade,PORTO,Bonfim,41.16004,-8.60238,Entire home/apt,130,3,6,2016-03-05,0.07,3,0
1127987,Apartment close the beach and Nature.,6020311,Maria,VILA NOVA DE GAIA,Gulpilhares e Valadares,41.09128,-8.651,Entire home/apt,50,4,0,,,3,314
1140721,PORTA 33 I PORTO STUDIO Trindade Coelho Street,802361,Mariana,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14543,-8.6126,Entire home/apt,48,2,465,2019-10-17,4.75,9,90
1144090,O'Porto Studio | Historic Center,2220420,Tomás,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14826,-8.61574,Entire home/apt,65,2,473,2020-03-05,4.77,8,271
1165025,17 Largo Viriato Historic Center,5723366,Miguel,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14583,-8.62022,Entire home/apt,60,2,211,2019-05-14,2.14,3,351
1168784,Mouzinho 134 - Hist Center - Green,3565697,Eugenia And Luis,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14295,-8.61372,Entire home/apt,70,30,317,2020-01-22,3.28,9,358
1170448,GuestHouse Pool&Sea Espinho Oporto,6317610,Isa,ESPINHO,Anta e Guetim,40.99925,-8.61615,Private room,70,2,60,2018-10-13,0.71,4,312
1179009,Three Houses Hotel - New Apartment,6450606,Joana,PORTO,Lordelo do Ouro e Massarelos,41.15328,-8.62524,Entire home/apt,105,1,8,2021-06-06,0.13,5,326
1179607,Three Houses O - New Duplex,6450606,Joana,PORTO,Lordelo do Ouro e Massarelos,41.15326,-8.62522,Entire home/apt,105,1,8,2013-07-27,0.08,5,364
1192674,4 Bedroom Apartment  - Porto,6518808,Miguel,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.16431,-8.62965,Entire home/apt,99,3,209,2019-07-01,2.19,2,192
1195977,Porto-amazing room with ensuite,6535569,Maria,MAIA,Pedrouços,41.18877,-8.58364,Private room,30,2,4,2013-08-17,0.04,1,358
1198320,Amazing River Views - charming Studio,680010,Liana,VILA NOVA DE GAIA,Santa Marinha e São Pedro da Afurada,41.1386,-8.61002,Entire home/apt,56,2,87,2019-10-03,0.93,9,302
1207275,Mouzinho 134 - Hist Center - Blue,3565697,Eugenia And Luis,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14298,-8.61363,Entire home/apt,170,3,376,2020-02-07,3.89,9,345
1209353,Shining view in the city heart 9,1630185,David,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14364,-8.61628,Entire home/apt,110,3,11,2019-08-15,0.15,9,340
1225077,Porto,5329893,Francisca,MATOSINHOS,São Mamede de Infesta e Senhora da Hora,41.18584,-8.65598,Entire home/apt,50,3,31,2019-10-08,0.37,2,251
1233784,PORTA33 I PORTO PENTHOUSE Duplex at Rua das Flores,802361,Mariana,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14445,-8.61034,Entire home/apt,78,3,591,2020-01-31,6.07,9,0
1257019,Casa 22 ***** City centre cozy apartment!,6847458,Kiki & Teresa,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1456,-8.60623,Entire home/apt,44,4,225,2019-11-30,2.32,4,302
1263840,CHARMING ATTIC ROOM & WC + GARDEN,5732545,Pedro,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.16099,-8.62395,Private room,40,3,231,2019-04-09,2.63,1,158
1268146,Light and colorful cosy studio,6250742,Fred,PORTO,Paranhos,41.18221,-8.60921,Entire home/apt,78,2,40,2016-06-08,0.67,5,57
1284759,ABEL'S IN DOWNTOWN - THE PLACE TO BE 1 OF 2,6989703,Abel,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14739,-8.61825,Entire home/apt,53,1,539,2020-06-30,5.70,12,138
1288357,Vitória - Central and Rustic Studio,5897201,Marco,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14414,-8.61563,Entire home/apt,47,2,383,2020-09-02,3.93,17,146
1289907,Mouzinho 134 - Hist Center - White,3565697,Eugenia And Luis,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14298,-8.61363,Entire home/apt,70,30,453,2020-02-23,4.68,9,349
1293257,Mouzinho 134 - Hist Center - Pink,3565697,Eugenia And Luis,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14298,-8.61363,Entire home/apt,70,30,352,2021-06-28,3.64,9,357
1296230,Wine Hostel - Private Room Ensuit,7048197,Wine,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14427,-8.61611,Private room,72,1,1,2014-09-15,0.01,6,305
1296253,Wine Hostel -  4 Bed Mixed Dorm Ensuite,7048197,Wine,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14433,-8.61772,Shared room,24,1,41,2016-10-10,0.48,6,363
1296270,Wine Hostel - 6 Bed Mixed Dorm / Shared bathroom,7048197,Wine,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14549,-8.61699,Shared room,22,1,80,2019-07-05,0.95,6,361
1296278,Wine Hostel - 6 Bed Mixed Dorm  Ensuite,7048197,Wine,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14503,-8.61554,Shared room,23,1,67,2019-07-28,0.90,6,363
1296281,Wine Hostel - 8 Bed  Mixed Dorm / Shared bathroom,7048197,Wine,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1451,-8.61682,Shared room,21,1,59,2021-06-29,0.77,6,361
1298881,GuestReady - ASTERN/ INNVICT,402191311,GuestReady,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14087,-8.61665,Entire home/apt,32,2,188,2019-10-20,2.16,30,329
1299930,Cozy studio w/free parking - Oporto,7067789,Manuela,VILA NOVA DE GAIA,Santa Marinha e São Pedro da Afurada,41.13848,-8.61174,Entire home/apt,50,2,173,2020-10-20,2.29,2,312
1299933,Apartment center w/free parking,7067789,Manuela,VILA NOVA DE GAIA,Santa Marinha e São Pedro da Afurada,41.13806,-8.61345,Entire home/apt,55,2,114,2020-01-04,1.23,2,329
1300020,FOZ DO DOURO HOUSE,7067511,Susana,VILA NOVA DE GAIA,Canidelo,41.13495,-8.649,Entire home/apt,220,3,10,2013-08-13,0.12,1,363
1302618,Mouzinho 134 - Hist Center - Grey,3565697,Eugenia And Luis,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14298,-8.61363,Entire home/apt,70,30,413,2020-02-23,4.28,9,349
1304318,5 minute walk to River Douro?,7090133,Pedro,VILA NOVA DE GAIA,Santa Marinha e São Pedro da Afurada,41.13269,-8.60848,Private room,14,2,139,2016-03-26,1.57,1,0
1306861,Mouzinho 134 - Hist Center - Brown,3565697,Eugenia And Luis,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14295,-8.61372,Entire home/apt,70,30,419,2020-01-06,4.44,9,358
1306890,Mouzinho 134 - Hist Center - Orange,3565697,Eugenia And Luis,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14295,-8.61372,Entire home/apt,85,30,497,2020-03-15,5.17,9,328
1307418,GuestReady - KETCH/ INNVICT,402191311,GuestReady,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14068,-8.61642,Entire home/apt,32,2,271,2021-05-28,2.81,30,339
1317232,GuestReady- TOPMAST/ INNVICT River Views!,402191311,GuestReady,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14087,-8.61665,Entire home/apt,38,2,251,2021-05-13,2.65,30,314
1330652,B&B Luxury Suite (Low Cost),7218300,Manuel,VILA NOVA DE GAIA,Mafamude e Vilar do Paraíso,41.12395,-8.61502,Private room,52,1,104,2019-09-17,1.08,2,365
1332238,Welcome to So Cool Hostel Porto!,7226039,So Cool Hostel Porto,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15642,-8.62043,Shared room,18,1,71,2019-10-20,0.96,12,365
1334834,RIVERFRONT APARTMENT IN CENTER OF PORTO,7238676,Joao,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.141701,-8.618473,Entire home/apt,70,2,298,2020-03-03,3.43,3,359
1338982,Wine apartments 1 - Ribeira one bedroom apartment,7260938,Carlos,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14303,-8.61465,Entire home/apt,60,2,32,2021-06-06,0.38,3,354
1347859,Young flat: great view with hammock,5265554,Tiago'S House,GONDOMAR,"Gondomar (São Cosme), Valbom e Jovim",41.1457,-8.55635,Private room,8509,3,45,2015-12-08,0.46,1,0
1366674,Spot Apartments - Trindade 4,582444,Spot,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.152615,-8.608886,Entire home/apt,88,2,65,2018-04-21,0.69,18,342
1380068,"CASAS DO PORTO - One BR Apartment ""Classic""",7474213,Olívia,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14221,-8.61542,Entire home/apt,90,7,1,2013-10-02,0.01,8,321
1380766,"CASAS DO PORTO - Two BR Apartment ""Elegance""",7474213,Olívia,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14221,-8.61542,Entire home/apt,135,7,19,2014-06-09,0.20,8,315
1380958,"CASAS DO PORTO - One BR Apartment ""Classic""",7474213,Olívia,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14221,-8.61542,Entire home/apt,90,7,7,2015-04-18,0.07,8,329
1381046,"CASAS DO PORTO - Two BR Apartment ""Elegance""",7474213,Olívia,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14221,-8.61542,Entire home/apt,135,7,21,2017-04-22,0.22,8,320
1381092,"CASAS DO PORTO - Superior 2 BR Apartment ""Deluxe""",7474213,Olívia,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14221,-8.61542,Entire home/apt,140,7,16,2014-04-04,0.18,8,303
1381777,Garden House 1680,7481683,Ruca,VILA NOVA DE GAIA,Arcozelo,41.0426,-8.64949,Entire home/apt,200,4,51,2016-10-18,0.60,2,240
1391455,Spot Apartments - Trindade 3,582444,Spot,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.153881,-8.610879,Entire home/apt,88,2,24,2020-02-24,0.36,18,334
1411857,"Port Wine, Romantic view, Large 2bedr 2bath",2659631,Cristina,VILA NOVA DE GAIA,Santa Marinha e São Pedro da Afurada,41.13698,-8.62414,Entire home/apt,10,3,148,2020-10-01,1.69,1,128
1420956,Century-Old Home at ARTS DISTRICT,7420614,Andreia,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15059,-8.62129,Private room,50,2,371,2019-10-03,3.87,1,0
1428526,Stunning Views to Porto FreeParking,7682448,Joana & Miguel,VILA NOVA DE GAIA,Santa Marinha e São Pedro da Afurada,41.141,-8.63469,Entire home/apt,50,2,250,2019-10-16,2.60,8,0
1430405,Basic Studio With Top Location and Views . Carmo 3,3944088,Estudios,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14728,-8.61783,Entire home/apt,70,3,268,2020-02-20,2.83,7,3
1431918,Feel Porto Panoramic Townhouse,2228036,Rui,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15366,-8.60762,Entire home/apt,159,1,64,2017-07-04,0.78,70,294
1432272,Feel Porto Downtown City Break,2228036,Rui,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15028,-8.60696,Entire home/apt,196,1,97,2019-12-28,1.08,70,341
1433439,B&B High quality room in a Luxury flat,7218300,Manuel,VILA NOVA DE GAIA,Mafamude e Vilar do Paraíso,41.1237,-8.61288,Private room,26,1,203,2019-12-06,2.10,2,352
1437251,"Stone House 2, com terraço e Wi-Fi",7720702,José,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15633,-8.60756,Entire home/apt,90,3,81,2019-07-02,0.95,2,248
1437344,"Chalé encantador, de estilo rural",7720982,Rogério,SANTA MARIA DA FEIRA,"Santa Maria da Feira, Travanca, Sanfins e Espargo",40.91901,-8.57506,Entire home/apt,164,2,6,2017-05-28,0.12,1,309
1450237,Studio Apartment,7782764,João,MATOSINHOS,São Mamede de Infesta e Senhora da Hora,41.19165,-8.60639,Entire home/apt,56,3,27,2015-04-11,0.45,5,197
1459519,"T3 com piscina e jacuzzi - ""Tristão e Isolda""",7823650,Tiago,VALE DE CAMBRA,Macieira de Cambra,40.86477,-8.36892,Entire home/apt,109,2,41,2021-04-11,0.54,8,323
1476266,Porto Beach Apartment,7900833,António,VILA NOVA DE GAIA,Canidelo,41.12552,-8.66609,Entire home/apt,120,5,11,2021-01-04,0.12,1,283
1476656,Studio with terrace @ historic centre,504285,Raul,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14445,-8.61753,Entire home/apt,100,3,363,2020-10-30,3.80,3,317
1479953,Flat in Oporto main street,6141709,Cidade,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15326,-8.6066,Entire home/apt,100,1,3,2013-09-23,0.04,3,0
1481442,Ribeira Cinema Apartments - 2 Bedrooms Apartment,1619243,Tomé Receptionist,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14114,-8.6091,Entire home/apt,105,1,14,2020-12-28,0.40,4,347
1488437,Foz Gardens,7959537,Manuela,PORTO,"Aldoar, Foz do Douro e Nevogilde",41.1495,-8.66763,Entire home/apt,54,2,3,2021-04-12,0.08,1,141
1492432,Fabrica House downtown cozy WIFI,7977641,Gisela,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14701,-8.61395,Entire home/apt,79,1,592,2020-03-13,6.33,3,190
1525964,Quarto Suite com acesso a terraço,7782764,João,MATOSINHOS,São Mamede de Infesta e Senhora da Hora,41.19283,-8.60735,Private room,28,5,18,2020-05-31,0.26,5,294
1543906,Casa de Coelhosa - Alojamento local,8228380,Carlos,VALE DE CAMBRA,São Pedro de Castelões,40.83807,-8.40078,Entire home/apt,279,1,18,2019-07-01,0.30,1,310
1545220,house with backyard,867831,Carla,VILA NOVA DE GAIA,Santa Marinha e São Pedro da Afurada,41.12448,-8.62879,Entire home/apt,80,3,50,2016-07-18,0.59,1,363
1548917,"Maison de 3 chambres à Pigeiros, Portugal",5667552,Manuel,SANTA MARIA DA FEIRA,Caldas de São Jorge e de Pigeiros,40.95311,-8.48373,Entire home/apt,53,2,29,2020-07-25,0.40,1,300
1553544,Apartment in newly renewed building,8272913,Ricardo,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15453,-8.61608,Entire home/apt,54,180,37,2020-03-03,0.63,1,210
1574038,COSY D.LUIS BRIDGE APARTMENT,8366072,Filipa & Bryan,VILA NOVA DE GAIA,Santa Marinha e São Pedro da Afurada,41.13481,-8.61131,Private room,60,1,132,2019-05-06,3.34,3,217
1590407,3RoomApartment Vila do Conde/Porto,8455542,Rosário E Jorge Da Costa,VILA DO CONDE,Vila do Conde,41.34915,-8.75021,Entire home/apt,70,3,23,2020-01-02,0.32,1,291
1600427,Garden House Downtown with Garage,8529851,Jorge,PORTO,Bonfim,41.14575,-8.59798,Entire home/apt,88,3,125,2021-06-15,1.49,3,318
1640990,"Apartment with pool, gym and tennis",5897201,Marco,MATOSINHOS,Matosinhos e Leça da Palmeira,41.19458,-8.69259,Entire home/apt,72,2,67,2020-07-05,0.77,17,326
1657483,"Pretty flat with terrace, free parking, host 6",680010,Liana,PORTO,Bonfim,41.14627,-8.59439,Entire home/apt,55,2,87,2013-11-19,0.98,9,318
1680589,Dream View In Trendy Pvt Condo Penthouse Apt,1818634,Claudia,PORTO,"Aldoar, Foz do Douro e Nevogilde",41.1528,-8.66868,Entire home/apt,98,2,56,2019-08-19,0.64,1,351
1694480,Ribeira Cinema Apartments _ 1 Bedroom Apartment,1619243,Tomé Receptionist,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14114,-8.6091,Entire home/apt,91,1,10,2021-05-31,0.26,4,327
1694547,Ribeira Cinema Apartments _ Superior Studios,1619243,Tomé Receptionist,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14114,-8.6091,Entire home/apt,91,1,14,2021-01-08,1.30,4,328
1712267,Spot Apartments - Trindade 2,582444,Spot,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.154598,-8.610099,Entire home/apt,88,2,45,2017-12-19,0.64,18,328
1719942,Studio WBwGG,9070329,Alexandra,PORTO,Campanhã,41.15543,-8.58926,Private room,38,2,59,2018-08-12,0.69,1,364
1721878,A house in the hills for you!,9076995,Glória,VALE DE CAMBRA,Arões,40.83652,-8.29805,Entire home/apt,68,1,37,2014-02-20,0.47,1,343
1725571,CLÉRIGOS BLUE (Double Small Studio),12897618,Mário,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14532,-8.61339,Entire home/apt,46,1,570,2020-03-09,6.08,26,311
1726170,CLÉRIGOS GREEN (Double Studio),12897618,Mário,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14297,-8.61201,Entire home/apt,45,1,587,2020-09-19,6.24,26,293
1726242,Clérigos microstudio/suite 1st floor,12897618,Mário,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14558,-8.61385,Entire home/apt,35,1,393,2019-06-20,4.17,26,328
1728725,CLÉRIGOS ORANGE (Double Studio),12897618,Mário,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14479,-8.61325,Entire home/apt,43,1,490,2020-02-21,5.28,26,330
1728778,BY CLÉRIGOS YELLOW (Double Studio),12897618,Mário,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14558,-8.61385,Entire home/apt,44,1,508,2020-03-12,5.56,26,271
1728818,CLÉRIGOS RED (Double Studio),12897618,Mário,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14558,-8.61385,Entire home/apt,47,1,480,2019-11-18,5.11,26,283
1728836,CLÉRIGOS PURPLE (Double micro studio),12897618,Mário,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14558,-8.61385,Entire home/apt,33,1,427,2019-11-14,4.56,26,317
1745872,Feel Porto Downtown Essence,2228036,Rui,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1504,-8.6069,Entire home/apt,321,1,44,2019-09-14,0.48,70,302
1749154,Casa D' Avó,9203612,Helder,ESPINHO,Espinho,41.00473,-8.64449,Entire home/apt,120,5,60,2019-06-09,0.70,1,42
1753203,Duplex with Terrace | Ace Location - Clean & Safe,7628011,Afonso,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14535,-8.61275,Entire home/apt,130,2,253,2020-01-05,3.25,1,109
